"unit","request","leg_prov","partner","geo","time","values","iso2"
"Number","Requests","Total requests","Finland","Austria",2014-01-01,30,"AT"
"Number","Requests","Total requests","Finland","Belgium",2014-01-01,33,"BE"
"Number","Requests","Total requests","Finland","Bulgaria",2014-01-01,34,"BG"
"Number","Requests","Total requests","Finland","Switzerland",2014-01-01,60,"CH"
"Number","Requests","Total requests","Finland","Cyprus",2014-01-01,NA,"CY"
"Number","Requests","Total requests","Finland","Czech Republic",2014-01-01,NA,"CZ"
"Number","Requests","Total requests","Finland","Germany (until 1990 former territory of the FRG)",2014-01-01,99,"DE"
"Number","Requests","Total requests","Finland","Denmark",2014-01-01,38,"DK"
"Number","Requests","Total requests","Finland","Estonia",2014-01-01,27,"EE"
"Number","Requests","Total requests","Finland","Greece",2014-01-01,1,"EL"
"Number","Requests","Total requests","Finland","Spain",2014-01-01,NA,"ES"
"Number","Requests","Total requests","Finland","Finland",2014-01-01,0,"FI"
"Number","Requests","Total requests","Finland","France",2014-01-01,82,"FR"
"Number","Requests","Total requests","Finland","Croatia",2014-01-01,1,"HR"
"Number","Requests","Total requests","Finland","Hungary",2014-01-01,44,"HU"
"Number","Requests","Total requests","Finland","Ireland",2014-01-01,2,"IE"
"Number","Requests","Total requests","Finland","Iceland",2014-01-01,NA,"IS"
"Number","Requests","Total requests","Finland","Italy",2014-01-01,NA,"IT"
"Number","Requests","Total requests","Finland","Liechtenstein",2014-01-01,0,"LI"
"Number","Requests","Total requests","Finland","Lithuania",2014-01-01,NA,"LT"
"Number","Requests","Total requests","Finland","Luxembourg",2014-01-01,5,"LU"
"Number","Requests","Total requests","Finland","Latvia",2014-01-01,0,"LV"
"Number","Requests","Total requests","Finland","Malta",2014-01-01,66,"MT"
"Number","Requests","Total requests","Finland","Netherlands",2014-01-01,NA,"NL"
"Number","Requests","Total requests","Finland","Norway",2014-01-01,75,"NO"
"Number","Requests","Total requests","Finland","Poland",2014-01-01,NA,"PL"
"Number","Requests","Total requests","Finland","Portugal",2014-01-01,9,"PT"
"Number","Requests","Total requests","Finland","Romania",2014-01-01,13,"RO"
"Number","Requests","Total requests","Finland","Sweden",2014-01-01,112,"SE"
"Number","Requests","Total requests","Finland","Slovenia",2014-01-01,4,"SI"
"Number","Requests","Total requests","Finland","Slovakia",2014-01-01,6,"SK"
"Number","Requests","Total requests","Finland","United Kingdom",2014-01-01,10,"UK"
"Number","Requests","Total requests","France","Austria",2014-01-01,275,"AT"
"Number","Requests","Total requests","France","Belgium",2014-01-01,680,"BE"
"Number","Requests","Total requests","France","Bulgaria",2014-01-01,135,"BG"
"Number","Requests","Total requests","France","Switzerland",2014-01-01,394,"CH"
"Number","Requests","Total requests","France","Cyprus",2014-01-01,NA,"CY"
"Number","Requests","Total requests","France","Czech Republic",2014-01-01,NA,"CZ"
"Number","Requests","Total requests","France","Germany (until 1990 former territory of the FRG)",2014-01-01,818,"DE"
"Number","Requests","Total requests","France","Denmark",2014-01-01,64,"DK"
"Number","Requests","Total requests","France","Estonia",2014-01-01,7,"EE"
"Number","Requests","Total requests","France","Greece",2014-01-01,0,"EL"
"Number","Requests","Total requests","France","Spain",2014-01-01,NA,"ES"
"Number","Requests","Total requests","France","Finland",2014-01-01,19,"FI"
"Number","Requests","Total requests","France","France",2014-01-01,0,"FR"
"Number","Requests","Total requests","France","Croatia",2014-01-01,11,"HR"
"Number","Requests","Total requests","France","Hungary",2014-01-01,629,"HU"
"Number","Requests","Total requests","France","Ireland",2014-01-01,10,"IE"
"Number","Requests","Total requests","France","Iceland",2014-01-01,NA,"IS"
"Number","Requests","Total requests","France","Italy",2014-01-01,NA,"IT"
"Number","Requests","Total requests","France","Liechtenstein",2014-01-01,0,"LI"
"Number","Requests","Total requests","France","Lithuania",2014-01-01,NA,"LT"
"Number","Requests","Total requests","France","Luxembourg",2014-01-01,34,"LU"
"Number","Requests","Total requests","France","Latvia",2014-01-01,28,"LV"
"Number","Requests","Total requests","France","Malta",2014-01-01,42,"MT"
"Number","Requests","Total requests","France","Netherlands",2014-01-01,NA,"NL"
"Number","Requests","Total requests","France","Norway",2014-01-01,170,"NO"
"Number","Requests","Total requests","France","Poland",2014-01-01,NA,"PL"
"Number","Requests","Total requests","France","Portugal",2014-01-01,58,"PT"
"Number","Requests","Total requests","France","Romania",2014-01-01,55,"RO"
"Number","Requests","Total requests","France","Sweden",2014-01-01,97,"SE"
"Number","Requests","Total requests","France","Slovenia",2014-01-01,16,"SI"
"Number","Requests","Total requests","France","Slovakia",2014-01-01,25,"SK"
"Number","Requests","Total requests","France","United Kingdom",2014-01-01,158,"UK"
"Number","Requests","Total requests","Croatia","Austria",2014-01-01,14,"AT"
"Number","Requests","Total requests","Croatia","Belgium",2014-01-01,1,"BE"
"Number","Requests","Total requests","Croatia","Bulgaria",2014-01-01,48,"BG"
"Number","Requests","Total requests","Croatia","Switzerland",2014-01-01,8,"CH"
"Number","Requests","Total requests","Croatia","Cyprus",2014-01-01,NA,"CY"
"Number","Requests","Total requests","Croatia","Germany (until 1990 former territory of the FRG)",2014-01-01,3,"DE"
"Number","Requests","Total requests","Croatia","Denmark",2014-01-01,1,"DK"
"Number","Requests","Total requests","Croatia","Estonia",2014-01-01,0,"EE"
"Number","Requests","Total requests","Croatia","Greece",2014-01-01,0,"EL"
"Number","Requests","Total requests","Croatia","Spain",2014-01-01,NA,"ES"
"Number","Requests","Total requests","Croatia","Finland",2014-01-01,1,"FI"
"Number","Requests","Total requests","Croatia","France",2014-01-01,2,"FR"
"Number","Requests","Total requests","Croatia","Croatia",2014-01-01,0,"HR"
"Number","Requests","Total requests","Croatia","Hungary",2014-01-01,43,"HU"
"Number","Requests","Total requests","Croatia","Ireland",2014-01-01,0,"IE"
"Number","Requests","Total requests","Croatia","Italy",2014-01-01,NA,"IT"
"Number","Requests","Total requests","Croatia","Liechtenstein",2014-01-01,0,"LI"
"Number","Requests","Total requests","Croatia","Lithuania",2014-01-01,NA,"LT"
"Number","Requests","Total requests","Croatia","Luxembourg",2014-01-01,0,"LU"
"Number","Requests","Total requests","Croatia","Latvia",2014-01-01,0,"LV"
"Number","Requests","Total requests","Croatia","Malta",2014-01-01,0,"MT"
"Number","Requests","Total requests","Croatia","Norway",2014-01-01,0,"NO"
"Number","Requests","Total requests","Croatia","Portugal",2014-01-01,0,"PT"
"Number","Requests","Total requests","Croatia","Romania",2014-01-01,4,"RO"
"Number","Requests","Total requests","Croatia","Sweden",2014-01-01,2,"SE"
"Number","Requests","Total requests","Croatia","Slovenia",2014-01-01,2,"SI"
"Number","Requests","Total requests","Croatia","Slovakia",2014-01-01,2,"SK"
"Number","Requests","Total requests","Croatia","United Kingdom",2014-01-01,1,"UK"
"Number","Requests","Total requests","Hungary","Austria",2014-01-01,28,"AT"
"Number","Requests","Total requests","Hungary","Belgium",2014-01-01,3,"BE"
"Number","Requests","Total requests","Hungary","Bulgaria",2014-01-01,1397,"BG"
"Number","Requests","Total requests","Hungary","Switzerland",2014-01-01,9,"CH"
"Number","Requests","Total requests","Hungary","Cyprus",2014-01-01,NA,"CY"
"Number","Requests","Total requests","Hungary","Czech Republic",2014-01-01,NA,"CZ"
"Number","Requests","Total requests","Hungary","Germany (until 1990 former territory of the FRG)",2014-01-01,33,"DE"
"Number","Requests","Total requests","Hungary","Denmark",2014-01-01,3,"DK"
"Number","Requests","Total requests","Hungary","Estonia",2014-01-01,0,"EE"
"Number","Requests","Total requests","Hungary","Greece",2014-01-01,1,"EL"
"Number","Requests","Total requests","Hungary","Spain",2014-01-01,NA,"ES"
"Number","Requests","Total requests","Hungary","Finland",2014-01-01,2,"FI"
"Number","Requests","Total requests","Hungary","France",2014-01-01,12,"FR"
"Number","Requests","Total requests","Hungary","Croatia",2014-01-01,0,"HR"
"Number","Requests","Total requests","Hungary","Hungary",2014-01-01,0,"HU"
"Number","Requests","Total requests","Hungary","Ireland",2014-01-01,1,"IE"
"Number","Requests","Total requests","Hungary","Iceland",2014-01-01,NA,"IS"
"Number","Requests","Total requests","Hungary","Italy",2014-01-01,NA,"IT"
"Number","Requests","Total requests","Hungary","Liechtenstein",2014-01-01,0,"LI"
"Number","Requests","Total requests","Hungary","Lithuania",2014-01-01,NA,"LT"
"Number","Requests","Total requests","Hungary","Luxembourg",2014-01-01,0,"LU"
"Number","Requests","Total requests","Hungary","Latvia",2014-01-01,0,"LV"
"Number","Requests","Total requests","Hungary","Malta",2014-01-01,0,"MT"
"Number","Requests","Total requests","Hungary","Netherlands",2014-01-01,NA,"NL"
"Number","Requests","Total requests","Hungary","Norway",2014-01-01,13,"NO"
"Number","Requests","Total requests","Hungary","Poland",2014-01-01,NA,"PL"
"Number","Requests","Total requests","Hungary","Portugal",2014-01-01,0,"PT"
"Number","Requests","Total requests","Hungary","Romania",2014-01-01,73,"RO"
"Number","Requests","Total requests","Hungary","Sweden",2014-01-01,10,"SE"
"Number","Requests","Total requests","Hungary","Slovenia",2014-01-01,1,"SI"
"Number","Requests","Total requests","Hungary","Slovakia",2014-01-01,1,"SK"
"Number","Requests","Total requests","Hungary","United Kingdom",2014-01-01,7,"UK"
"Number","Requests","Total requests","Ireland","Austria",2014-01-01,0,"AT"
"Number","Requests","Total requests","Ireland","Belgium",2014-01-01,0,"BE"
"Number","Requests","Total requests","Ireland","Bulgaria",2014-01-01,0,"BG"
"Number","Requests","Total requests","Ireland","Switzerland",2014-01-01,1,"CH"
"Number","Requests","Total requests","Ireland","Cyprus",2014-01-01,NA,"CY"
"Number","Requests","Total requests","Ireland","Czech Republic",2014-01-01,NA,"CZ"
"Number","Requests","Total requests","Ireland","Germany (until 1990 former territory of the FRG)",2014-01-01,3,"DE"
"Number","Requests","Total requests","Ireland","Denmark",2014-01-01,0,"DK"
"Number","Requests","Total requests","Ireland","Estonia",2014-01-01,0,"EE"
"Number","Requests","Total requests","Ireland","Greece",2014-01-01,0,"EL"
"Number","Requests","Total requests","Ireland","Spain",2014-01-01,NA,"ES"
"Number","Requests","Total requests","Ireland","Finland",2014-01-01,0,"FI"
"Number","Requests","Total requests","Ireland","France",2014-01-01,1,"FR"
"Number","Requests","Total requests","Ireland","Croatia",2014-01-01,0,"HR"
"Number","Requests","Total requests","Ireland","Hungary",2014-01-01,0,"HU"
"Number","Requests","Total requests","Ireland","Ireland",2014-01-01,0,"IE"
"Number","Requests","Total requests","Ireland","Iceland",2014-01-01,NA,"IS"
"Number","Requests","Total requests","Ireland","Italy",2014-01-01,NA,"IT"
"Number","Requests","Total requests","Ireland","Liechtenstein",2014-01-01,0,"LI"
"Number","Requests","Total requests","Ireland","Lithuania",2014-01-01,NA,"LT"
"Number","Requests","Total requests","Ireland","Luxembourg",2014-01-01,0,"LU"
"Number","Requests","Total requests","Ireland","Latvia",2014-01-01,0,"LV"
"Number","Requests","Total requests","Ireland","Malta",2014-01-01,0,"MT"
"Number","Requests","Total requests","Ireland","Netherlands",2014-01-01,NA,"NL"
"Number","Requests","Total requests","Ireland","Norway",2014-01-01,0,"NO"
"Number","Requests","Total requests","Ireland","Poland",2014-01-01,NA,"PL"
"Number","Requests","Total requests","Ireland","Portugal",2014-01-01,0,"PT"
"Number","Requests","Total requests","Ireland","Romania",2014-01-01,0,"RO"
"Number","Requests","Total requests","Ireland","Sweden",2014-01-01,0,"SE"
"Number","Requests","Total requests","Ireland","Slovenia",2014-01-01,0,"SI"
"Number","Requests","Total requests","Ireland","Slovakia",2014-01-01,0,"SK"
"Number","Requests","Total requests","Ireland","United Kingdom",2014-01-01,3,"UK"
"Number","Requests","Total requests","Iceland","Austria",2014-01-01,0,"AT"
"Number","Requests","Total requests","Iceland","Belgium",2014-01-01,1,"BE"
"Number","Requests","Total requests","Iceland","Bulgaria",2014-01-01,1,"BG"
"Number","Requests","Total requests","Iceland","Switzerland",2014-01-01,3,"CH"
"Number","Requests","Total requests","Iceland","Cyprus",2014-01-01,NA,"CY"
"Number","Requests","Total requests","Iceland","Czech Republic",2014-01-01,NA,"CZ"
"Number","Requests","Total requests","Iceland","Germany (until 1990 former territory of the FRG)",2014-01-01,7,"DE"
"Number","Requests","Total requests","Iceland","Denmark",2014-01-01,6,"DK"
"Number","Requests","Total requests","Iceland","Estonia",2014-01-01,0,"EE"
"Number","Requests","Total requests","Iceland","Greece",2014-01-01,0,"EL"
"Number","Requests","Total requests","Iceland","Spain",2014-01-01,NA,"ES"
"Number","Requests","Total requests","Iceland","Finland",2014-01-01,6,"FI"
"Number","Requests","Total requests","Iceland","France",2014-01-01,8,"FR"
"Number","Requests","Total requests","Iceland","Croatia",2014-01-01,0,"HR"
"Number","Requests","Total requests","Iceland","Hungary",2014-01-01,0,"HU"
"Number","Requests","Total requests","Iceland","Ireland",2014-01-01,0,"IE"
"Number","Requests","Total requests","Iceland","Iceland",2014-01-01,NA,"IS"
"Number","Requests","Total requests","Iceland","Italy",2014-01-01,NA,"IT"
"Number","Requests","Total requests","Iceland","Liechtenstein",2014-01-01,0,"LI"
"Number","Requests","Total requests","Iceland","Lithuania",2014-01-01,NA,"LT"
"Number","Requests","Total requests","Iceland","Luxembourg",2014-01-01,0,"LU"
"Number","Requests","Total requests","Iceland","Latvia",2014-01-01,1,"LV"
"Number","Requests","Total requests","Iceland","Malta",2014-01-01,1,"MT"
"Number","Requests","Total requests","Iceland","Netherlands",2014-01-01,NA,"NL"
"Number","Requests","Total requests","Iceland","Norway",2014-01-01,23,"NO"
"Number","Requests","Total requests","Iceland","Poland",2014-01-01,NA,"PL"
"Number","Requests","Total requests","Iceland","Portugal",2014-01-01,0,"PT"
"Number","Requests","Total requests","Iceland","Romania",2014-01-01,1,"RO"
"Number","Requests","Total requests","Iceland","Sweden",2014-01-01,9,"SE"
"Number","Requests","Total requests","Iceland","Slovenia",2014-01-01,0,"SI"
"Number","Requests","Total requests","Iceland","Slovakia",2014-01-01,3,"SK"
"Number","Requests","Total requests","Iceland","United Kingdom",2014-01-01,0,"UK"
"Number","Requests","Total requests","Italy","Austria",2014-01-01,56,"AT"
"Number","Requests","Total requests","Italy","Belgium",2014-01-01,49,"BE"
"Number","Requests","Total requests","Italy","Bulgaria",2014-01-01,50,"BG"
"Number","Requests","Total requests","Italy","Switzerland",2014-01-01,43,"CH"
"Number","Requests","Total requests","Italy","Cyprus",2014-01-01,NA,"CY"
"Number","Requests","Total requests","Italy","Czech Republic",2014-01-01,NA,"CZ"
"Number","Requests","Total requests","Italy","Germany (until 1990 former territory of the FRG)",2014-01-01,48,"DE"
"Number","Requests","Total requests","Italy","Denmark",2014-01-01,13,"DK"
"Number","Requests","Total requests","Italy","Estonia",2014-01-01,0,"EE"
"Number","Requests","Total requests","Italy","Greece",2014-01-01,0,"EL"
"Number","Requests","Total requests","Italy","Spain",2014-01-01,NA,"ES"
"Number","Requests","Total requests","Italy","Finland",2014-01-01,5,"FI"
"Number","Requests","Total requests","Italy","France",2014-01-01,17,"FR"
"Number","Requests","Total requests","Italy","Croatia",2014-01-01,5,"HR"
"Number","Requests","Total requests","Italy","Hungary",2014-01-01,60,"HU"
"Number","Requests","Total requests","Italy","Ireland",2014-01-01,1,"IE"
"Number","Requests","Total requests","Italy","Iceland",2014-01-01,NA,"IS"
"Number","Requests","Total requests","Italy","Italy",2014-01-01,NA,"IT"
"Number","Requests","Total requests","Italy","Liechtenstein",2014-01-01,0,"LI"
"Number","Requests","Total requests","Italy","Lithuania",2014-01-01,NA,"LT"
