"partner","geo","values","iso2","time","type"
"Liechtenstein","Cyprus",NA,"CY",2011-01-01,"outgoing"
"Liechtenstein","Germany (until 1990 former territory of the FRG)",NA,"DE",2011-01-01,"outgoing"
"Liechtenstein","Denmark",NA,"DK",2011-01-01,"outgoing"
"Liechtenstein","Estonia",NA,"EE",2011-01-01,"outgoing"
"Liechtenstein","Greece",NA,"EL",2011-01-01,"outgoing"
"Liechtenstein","Spain",NA,"ES",2011-01-01,"outgoing"
"Liechtenstein","Finland",NA,"FI",2011-01-01,"outgoing"
"Liechtenstein","France",NA,"FR",2011-01-01,"outgoing"
"Liechtenstein","Croatia",NA,"HR",2011-01-01,"outgoing"
"Liechtenstein","Hungary",NA,"HU",2011-01-01,"outgoing"
"Liechtenstein","Ireland",NA,"IE",2011-01-01,"outgoing"
"Liechtenstein","Italy",NA,"IT",2011-01-01,"outgoing"
"Liechtenstein","Liechtenstein",NA,"LI",2011-01-01,"outgoing"
"Liechtenstein","Lithuania",NA,"LT",2011-01-01,"outgoing"
"Liechtenstein","Luxembourg",NA,"LU",2011-01-01,"outgoing"
"Liechtenstein","Latvia",NA,"LV",2011-01-01,"outgoing"
"Liechtenstein","Malta",NA,"MT",2011-01-01,"outgoing"
"Liechtenstein","Norway",NA,"NO",2011-01-01,"outgoing"
"Liechtenstein","Romania",NA,"RO",2011-01-01,"outgoing"
"Liechtenstein","Sweden",NA,"SE",2011-01-01,"outgoing"
"Liechtenstein","Slovenia",NA,"SI",2011-01-01,"outgoing"
"Liechtenstein","Slovakia",NA,"SK",2011-01-01,"outgoing"
"Liechtenstein","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Lithuania","Austria",6,"AT",2011-01-01,"outgoing"
"Lithuania","Belgium",10,"BE",2011-01-01,"outgoing"
"Lithuania","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Lithuania","Switzerland",15,"CH",2011-01-01,"outgoing"
"Lithuania","Cyprus",0,"CY",2011-01-01,"outgoing"
"Lithuania","Czech Republic",2,"CZ",2011-01-01,"outgoing"
"Lithuania","Germany (until 1990 former territory of the FRG)",23,"DE",2011-01-01,"outgoing"
"Lithuania","Denmark",NA,"DK",2011-01-01,"outgoing"
"Lithuania","Estonia",1,"EE",2011-01-01,"outgoing"
"Lithuania","Greece",0,"EL",2011-01-01,"outgoing"
"Lithuania","Spain",0,"ES",2011-01-01,"outgoing"
"Lithuania","Finland",0,"FI",2011-01-01,"outgoing"
"Lithuania","France",0,"FR",2011-01-01,"outgoing"
"Lithuania","Croatia",NA,"HR",2011-01-01,"outgoing"
"Lithuania","Hungary",0,"HU",2011-01-01,"outgoing"
"Lithuania","Ireland",0,"IE",2011-01-01,"outgoing"
"Lithuania","Iceland",0,"IS",2011-01-01,"outgoing"
"Lithuania","Italy",0,"IT",2011-01-01,"outgoing"
"Lithuania","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Lithuania","Lithuania",0,"LT",2011-01-01,"outgoing"
"Lithuania","Luxembourg",5,"LU",2011-01-01,"outgoing"
"Lithuania","Latvia",6,"LV",2011-01-01,"outgoing"
"Lithuania","Malta",0,"MT",2011-01-01,"outgoing"
"Lithuania","Netherlands",9,"NL",2011-01-01,"outgoing"
"Lithuania","Norway",15,"NO",2011-01-01,"outgoing"
"Lithuania","Poland",3,"PL",2011-01-01,"outgoing"
"Lithuania","Portugal",1,"PT",2011-01-01,"outgoing"
"Lithuania","Romania",0,"RO",2011-01-01,"outgoing"
"Lithuania","Sweden",20,"SE",2011-01-01,"outgoing"
"Lithuania","Slovenia",0,"SI",2011-01-01,"outgoing"
"Lithuania","Slovakia",0,"SK",2011-01-01,"outgoing"
"Lithuania","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Luxembourg","Austria",0,"AT",2011-01-01,"outgoing"
"Luxembourg","Belgium",6,"BE",2011-01-01,"outgoing"
"Luxembourg","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Luxembourg","Switzerland",11,"CH",2011-01-01,"outgoing"
"Luxembourg","Cyprus",0,"CY",2011-01-01,"outgoing"
"Luxembourg","Czech Republic",0,"CZ",2011-01-01,"outgoing"
"Luxembourg","Germany (until 1990 former territory of the FRG)",5,"DE",2011-01-01,"outgoing"
"Luxembourg","Denmark",NA,"DK",2011-01-01,"outgoing"
"Luxembourg","Estonia",0,"EE",2011-01-01,"outgoing"
"Luxembourg","Greece",0,"EL",2011-01-01,"outgoing"
"Luxembourg","Spain",0,"ES",2011-01-01,"outgoing"
"Luxembourg","Finland",0,"FI",2011-01-01,"outgoing"
"Luxembourg","France",3,"FR",2011-01-01,"outgoing"
"Luxembourg","Croatia",NA,"HR",2011-01-01,"outgoing"
"Luxembourg","Hungary",0,"HU",2011-01-01,"outgoing"
"Luxembourg","Ireland",0,"IE",2011-01-01,"outgoing"
"Luxembourg","Iceland",0,"IS",2011-01-01,"outgoing"
"Luxembourg","Italy",0,"IT",2011-01-01,"outgoing"
"Luxembourg","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Luxembourg","Lithuania",0,"LT",2011-01-01,"outgoing"
"Luxembourg","Luxembourg",0,"LU",2011-01-01,"outgoing"
"Luxembourg","Latvia",0,"LV",2011-01-01,"outgoing"
"Luxembourg","Malta",0,"MT",2011-01-01,"outgoing"
"Luxembourg","Netherlands",9,"NL",2011-01-01,"outgoing"
"Luxembourg","Norway",2,"NO",2011-01-01,"outgoing"
"Luxembourg","Poland",0,"PL",2011-01-01,"outgoing"
"Luxembourg","Portugal",0,"PT",2011-01-01,"outgoing"
"Luxembourg","Romania",0,"RO",2011-01-01,"outgoing"
"Luxembourg","Sweden",0,"SE",2011-01-01,"outgoing"
"Luxembourg","Slovenia",0,"SI",2011-01-01,"outgoing"
"Luxembourg","Slovakia",8,"SK",2011-01-01,"outgoing"
"Luxembourg","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Latvia","Austria",2,"AT",2011-01-01,"outgoing"
"Latvia","Belgium",0,"BE",2011-01-01,"outgoing"
"Latvia","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Latvia","Switzerland",1,"CH",2011-01-01,"outgoing"
"Latvia","Cyprus",0,"CY",2011-01-01,"outgoing"
"Latvia","Czech Republic",3,"CZ",2011-01-01,"outgoing"
"Latvia","Germany (until 1990 former territory of the FRG)",23,"DE",2011-01-01,"outgoing"
"Latvia","Denmark",NA,"DK",2011-01-01,"outgoing"
"Latvia","Estonia",4,"EE",2011-01-01,"outgoing"
"Latvia","Greece",0,"EL",2011-01-01,"outgoing"
"Latvia","Spain",0,"ES",2011-01-01,"outgoing"
"Latvia","Finland",0,"FI",2011-01-01,"outgoing"
"Latvia","France",3,"FR",2011-01-01,"outgoing"
"Latvia","Croatia",NA,"HR",2011-01-01,"outgoing"
"Latvia","Hungary",0,"HU",2011-01-01,"outgoing"
"Latvia","Ireland",0,"IE",2011-01-01,"outgoing"
"Latvia","Iceland",0,"IS",2011-01-01,"outgoing"
"Latvia","Italy",0,"IT",2011-01-01,"outgoing"
"Latvia","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Latvia","Lithuania",9,"LT",2011-01-01,"outgoing"
"Latvia","Luxembourg",2,"LU",2011-01-01,"outgoing"
"Latvia","Latvia",0,"LV",2011-01-01,"outgoing"
"Latvia","Malta",0,"MT",2011-01-01,"outgoing"
"Latvia","Netherlands",2,"NL",2011-01-01,"outgoing"
"Latvia","Norway",3,"NO",2011-01-01,"outgoing"
"Latvia","Poland",0,"PL",2011-01-01,"outgoing"
"Latvia","Portugal",0,"PT",2011-01-01,"outgoing"
"Latvia","Romania",0,"RO",2011-01-01,"outgoing"
"Latvia","Sweden",2,"SE",2011-01-01,"outgoing"
"Latvia","Slovenia",0,"SI",2011-01-01,"outgoing"
"Latvia","Slovakia",0,"SK",2011-01-01,"outgoing"
"Latvia","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Malta","Austria",1,"AT",2011-01-01,"outgoing"
"Malta","Belgium",9,"BE",2011-01-01,"outgoing"
"Malta","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Malta","Switzerland",21,"CH",2011-01-01,"outgoing"
"Malta","Cyprus",0,"CY",2011-01-01,"outgoing"
"Malta","Czech Republic",0,"CZ",2011-01-01,"outgoing"
"Malta","Germany (until 1990 former territory of the FRG)",24,"DE",2011-01-01,"outgoing"
"Malta","Denmark",NA,"DK",2011-01-01,"outgoing"
"Malta","Estonia",1,"EE",2011-01-01,"outgoing"
"Malta","Greece",0,"EL",2011-01-01,"outgoing"
"Malta","Spain",0,"ES",2011-01-01,"outgoing"
"Malta","Finland",0,"FI",2011-01-01,"outgoing"
"Malta","France",1,"FR",2011-01-01,"outgoing"
"Malta","Croatia",NA,"HR",2011-01-01,"outgoing"
"Malta","Hungary",0,"HU",2011-01-01,"outgoing"
"Malta","Ireland",0,"IE",2011-01-01,"outgoing"
"Malta","Iceland",0,"IS",2011-01-01,"outgoing"
"Malta","Italy",0,"IT",2011-01-01,"outgoing"
"Malta","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Malta","Lithuania",0,"LT",2011-01-01,"outgoing"
"Malta","Luxembourg",0,"LU",2011-01-01,"outgoing"
"Malta","Latvia",0,"LV",2011-01-01,"outgoing"
"Malta","Malta",0,"MT",2011-01-01,"outgoing"
"Malta","Netherlands",61,"NL",2011-01-01,"outgoing"
"Malta","Norway",30,"NO",2011-01-01,"outgoing"
"Malta","Poland",0,"PL",2011-01-01,"outgoing"
"Malta","Portugal",0,"PT",2011-01-01,"outgoing"
"Malta","Romania",0,"RO",2011-01-01,"outgoing"
"Malta","Sweden",27,"SE",2011-01-01,"outgoing"
"Malta","Slovenia",0,"SI",2011-01-01,"outgoing"
"Malta","Slovakia",0,"SK",2011-01-01,"outgoing"
"Malta","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Netherlands","Austria",15,"AT",2011-01-01,"outgoing"
"Netherlands","Belgium",108,"BE",2011-01-01,"outgoing"
"Netherlands","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Netherlands","Switzerland",30,"CH",2011-01-01,"outgoing"
"Netherlands","Cyprus",0,"CY",2011-01-01,"outgoing"
"Netherlands","Czech Republic",2,"CZ",2011-01-01,"outgoing"
"Netherlands","Germany (until 1990 former territory of the FRG)",132,"DE",2011-01-01,"outgoing"
"Netherlands","Denmark",NA,"DK",2011-01-01,"outgoing"
"Netherlands","Estonia",0,"EE",2011-01-01,"outgoing"
"Netherlands","Greece",6,"EL",2011-01-01,"outgoing"
"Netherlands","Spain",0,"ES",2011-01-01,"outgoing"
"Netherlands","Finland",0,"FI",2011-01-01,"outgoing"
"Netherlands","France",11,"FR",2011-01-01,"outgoing"
"Netherlands","Croatia",NA,"HR",2011-01-01,"outgoing"
"Netherlands","Hungary",1,"HU",2011-01-01,"outgoing"
"Netherlands","Ireland",2,"IE",2011-01-01,"outgoing"
"Netherlands","Iceland",0,"IS",2011-01-01,"outgoing"
"Netherlands","Italy",1,"IT",2011-01-01,"outgoing"
"Netherlands","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Netherlands","Lithuania",0,"LT",2011-01-01,"outgoing"
"Netherlands","Luxembourg",9,"LU",2011-01-01,"outgoing"
"Netherlands","Latvia",0,"LV",2011-01-01,"outgoing"
"Netherlands","Malta",0,"MT",2011-01-01,"outgoing"
"Netherlands","Netherlands",0,"NL",2011-01-01,"outgoing"
"Netherlands","Norway",24,"NO",2011-01-01,"outgoing"
"Netherlands","Poland",1,"PL",2011-01-01,"outgoing"
"Netherlands","Portugal",0,"PT",2011-01-01,"outgoing"
"Netherlands","Romania",0,"RO",2011-01-01,"outgoing"
"Netherlands","Sweden",30,"SE",2011-01-01,"outgoing"
"Netherlands","Slovenia",0,"SI",2011-01-01,"outgoing"
"Netherlands","Slovakia",1,"SK",2011-01-01,"outgoing"
"Netherlands","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Norway","Austria",7,"AT",2011-01-01,"outgoing"
"Norway","Belgium",50,"BE",2011-01-01,"outgoing"
"Norway","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Norway","Switzerland",58,"CH",2011-01-01,"outgoing"
"Norway","Cyprus",0,"CY",2011-01-01,"outgoing"
"Norway","Czech Republic",3,"CZ",2011-01-01,"outgoing"
"Norway","Germany (until 1990 former territory of the FRG)",223,"DE",2011-01-01,"outgoing"
"Norway","Denmark",NA,"DK",2011-01-01,"outgoing"
"Norway","Estonia",1,"EE",2011-01-01,"outgoing"
"Norway","Greece",10,"EL",2011-01-01,"outgoing"
"Norway","Spain",2,"ES",2011-01-01,"outgoing"
"Norway","Finland",0,"FI",2011-01-01,"outgoing"
"Norway","France",14,"FR",2011-01-01,"outgoing"
"Norway","Croatia",NA,"HR",2011-01-01,"outgoing"
"Norway","Hungary",0,"HU",2011-01-01,"outgoing"
"Norway","Ireland",0,"IE",2011-01-01,"outgoing"
"Norway","Iceland",4,"IS",2011-01-01,"outgoing"
"Norway","Italy",5,"IT",2011-01-01,"outgoing"
"Norway","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Norway","Lithuania",0,"LT",2011-01-01,"outgoing"
"Norway","Luxembourg",7,"LU",2011-01-01,"outgoing"
"Norway","Latvia",1,"LV",2011-01-01,"outgoing"
"Norway","Malta",0,"MT",2011-01-01,"outgoing"
"Norway","Netherlands",61,"NL",2011-01-01,"outgoing"
"Norway","Norway",0,"NO",2011-01-01,"outgoing"
"Norway","Poland",1,"PL",2011-01-01,"outgoing"
"Norway","Portugal",0,"PT",2011-01-01,"outgoing"
"Norway","Romania",1,"RO",2011-01-01,"outgoing"
"Norway","Sweden",196,"SE",2011-01-01,"outgoing"
"Norway","Slovenia",2,"SI",2011-01-01,"outgoing"
"Norway","Slovakia",0,"SK",2011-01-01,"outgoing"
"Norway","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Poland","Austria",223,"AT",2011-01-01,"outgoing"
"Poland","Belgium",58,"BE",2011-01-01,"outgoing"
"Poland","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Poland","Switzerland",90,"CH",2011-01-01,"outgoing"
"Poland","Cyprus",0,"CY",2011-01-01,"outgoing"
"Poland","Czech Republic",10,"CZ",2011-01-01,"outgoing"
"Poland","Germany (until 1990 former territory of the FRG)",294,"DE",2011-01-01,"outgoing"
"Poland","Denmark",NA,"DK",2011-01-01,"outgoing"
"Poland","Estonia",0,"EE",2011-01-01,"outgoing"
"Poland","Greece",0,"EL",2011-01-01,"outgoing"
"Poland","Spain",4,"ES",2011-01-01,"outgoing"
"Poland","Finland",0,"FI",2011-01-01,"outgoing"
"Poland","France",73,"FR",2011-01-01,"outgoing"
"Poland","Croatia",NA,"HR",2011-01-01,"outgoing"
"Poland","Hungary",0,"HU",2011-01-01,"outgoing"
"Poland","Ireland",1,"IE",2011-01-01,"outgoing"
"Poland","Iceland",0,"IS",2011-01-01,"outgoing"
"Poland","Italy",0,"IT",2011-01-01,"outgoing"
"Poland","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Poland","Lithuania",0,"LT",2011-01-01,"outgoing"
"Poland","Luxembourg",5,"LU",2011-01-01,"outgoing"
"Poland","Latvia",0,"LV",2011-01-01,"outgoing"
"Poland","Malta",0,"MT",2011-01-01,"outgoing"
"Poland","Netherlands",79,"NL",2011-01-01,"outgoing"
"Poland","Norway",36,"NO",2011-01-01,"outgoing"
"Poland","Poland",0,"PL",2011-01-01,"outgoing"
"Poland","Portugal",0,"PT",2011-01-01,"outgoing"
"Poland","Romania",0,"RO",2011-01-01,"outgoing"
"Poland","Sweden",69,"SE",2011-01-01,"outgoing"
"Poland","Slovenia",0,"SI",2011-01-01,"outgoing"
"Poland","Slovakia",2,"SK",2011-01-01,"outgoing"
"Poland","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Portugal","Austria",0,"AT",2011-01-01,"outgoing"
"Portugal","Belgium",3,"BE",2011-01-01,"outgoing"
"Portugal","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Portugal","Switzerland",5,"CH",2011-01-01,"outgoing"
"Portugal","Cyprus",0,"CY",2011-01-01,"outgoing"
"Portugal","Czech Republic",0,"CZ",2011-01-01,"outgoing"
"Portugal","Germany (until 1990 former territory of the FRG)",3,"DE",2011-01-01,"outgoing"
"Portugal","Denmark",NA,"DK",2011-01-01,"outgoing"
"Portugal","Estonia",0,"EE",2011-01-01,"outgoing"
"Portugal","Greece",0,"EL",2011-01-01,"outgoing"
"Portugal","Spain",0,"ES",2011-01-01,"outgoing"
"Portugal","Finland",0,"FI",2011-01-01,"outgoing"
"Portugal","France",5,"FR",2011-01-01,"outgoing"
"Portugal","Croatia",NA,"HR",2011-01-01,"outgoing"
"Portugal","Hungary",0,"HU",2011-01-01,"outgoing"
"Portugal","Ireland",0,"IE",2011-01-01,"outgoing"
"Portugal","Iceland",0,"IS",2011-01-01,"outgoing"
"Portugal","Italy",0,"IT",2011-01-01,"outgoing"
"Portugal","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Portugal","Lithuania",0,"LT",2011-01-01,"outgoing"
"Portugal","Luxembourg",0,"LU",2011-01-01,"outgoing"
"Portugal","Latvia",0,"LV",2011-01-01,"outgoing"
"Portugal","Malta",0,"MT",2011-01-01,"outgoing"
"Portugal","Netherlands",4,"NL",2011-01-01,"outgoing"
"Portugal","Norway",1,"NO",2011-01-01,"outgoing"
"Portugal","Poland",0,"PL",2011-01-01,"outgoing"
"Portugal","Portugal",0,"PT",2011-01-01,"outgoing"
"Portugal","Romania",0,"RO",2011-01-01,"outgoing"
"Portugal","Sweden",0,"SE",2011-01-01,"outgoing"
"Portugal","Slovenia",0,"SI",2011-01-01,"outgoing"
"Portugal","Slovakia",0,"SK",2011-01-01,"outgoing"
"Portugal","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Romania","Austria",31,"AT",2011-01-01,"outgoing"
"Romania","Belgium",1,"BE",2011-01-01,"outgoing"
"Romania","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Romania","Switzerland",5,"CH",2011-01-01,"outgoing"
"Romania","Cyprus",0,"CY",2011-01-01,"outgoing"
"Romania","Czech Republic",2,"CZ",2011-01-01,"outgoing"
"Romania","Germany (until 1990 former territory of the FRG)",40,"DE",2011-01-01,"outgoing"
"Romania","Denmark",NA,"DK",2011-01-01,"outgoing"
"Romania","Estonia",0,"EE",2011-01-01,"outgoing"
"Romania","Greece",0,"EL",2011-01-01,"outgoing"
"Romania","Spain",0,"ES",2011-01-01,"outgoing"
"Romania","Finland",0,"FI",2011-01-01,"outgoing"
"Romania","France",2,"FR",2011-01-01,"outgoing"
"Romania","Croatia",NA,"HR",2011-01-01,"outgoing"
"Romania","Hungary",44,"HU",2011-01-01,"outgoing"
"Romania","Ireland",0,"IE",2011-01-01,"outgoing"
"Romania","Iceland",0,"IS",2011-01-01,"outgoing"
"Romania","Italy",1,"IT",2011-01-01,"outgoing"
"Romania","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Romania","Lithuania",0,"LT",2011-01-01,"outgoing"
"Romania","Luxembourg",0,"LU",2011-01-01,"outgoing"
"Romania","Latvia",0,"LV",2011-01-01,"outgoing"
"Romania","Malta",0,"MT",2011-01-01,"outgoing"
"Romania","Netherlands",7,"NL",2011-01-01,"outgoing"
"Romania","Norway",1,"NO",2011-01-01,"outgoing"
"Romania","Poland",0,"PL",2011-01-01,"outgoing"
"Romania","Portugal",0,"PT",2011-01-01,"outgoing"
"Romania","Romania",0,"RO",2011-01-01,"outgoing"
"Romania","Sweden",0,"SE",2011-01-01,"outgoing"
"Romania","Slovenia",1,"SI",2011-01-01,"outgoing"
"Romania","Slovakia",0,"SK",2011-01-01,"outgoing"
"Romania","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Sweden","Austria",15,"AT",2011-01-01,"outgoing"
"Sweden","Belgium",49,"BE",2011-01-01,"outgoing"
"Sweden","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Sweden","Switzerland",45,"CH",2011-01-01,"outgoing"
"Sweden","Cyprus",0,"CY",2011-01-01,"outgoing"
"Sweden","Czech Republic",2,"CZ",2011-01-01,"outgoing"
"Sweden","Germany (until 1990 former territory of the FRG)",265,"DE",2011-01-01,"outgoing"
"Sweden","Denmark",NA,"DK",2011-01-01,"outgoing"
"Sweden","Estonia",6,"EE",2011-01-01,"outgoing"
"Sweden","Greece",0,"EL",2011-01-01,"outgoing"
"Sweden","Spain",0,"ES",2011-01-01,"outgoing"
"Sweden","Finland",0,"FI",2011-01-01,"outgoing"
"Sweden","France",16,"FR",2011-01-01,"outgoing"
"Sweden","Croatia",NA,"HR",2011-01-01,"outgoing"
"Sweden","Hungary",1,"HU",2011-01-01,"outgoing"
"Sweden","Ireland",1,"IE",2011-01-01,"outgoing"
"Sweden","Iceland",0,"IS",2011-01-01,"outgoing"
"Sweden","Italy",0,"IT",2011-01-01,"outgoing"
"Sweden","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Sweden","Lithuania",0,"LT",2011-01-01,"outgoing"
"Sweden","Luxembourg",9,"LU",2011-01-01,"outgoing"
"Sweden","Latvia",3,"LV",2011-01-01,"outgoing"
"Sweden","Malta",0,"MT",2011-01-01,"outgoing"
"Sweden","Netherlands",72,"NL",2011-01-01,"outgoing"
"Sweden","Norway",250,"NO",2011-01-01,"outgoing"
"Sweden","Poland",4,"PL",2011-01-01,"outgoing"
"Sweden","Portugal",0,"PT",2011-01-01,"outgoing"
"Sweden","Romania",2,"RO",2011-01-01,"outgoing"
"Sweden","Sweden",0,"SE",2011-01-01,"outgoing"
"Sweden","Slovenia",0,"SI",2011-01-01,"outgoing"
"Sweden","Slovakia",1,"SK",2011-01-01,"outgoing"
"Sweden","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Slovenia","Austria",3,"AT",2011-01-01,"outgoing"
"Slovenia","Belgium",5,"BE",2011-01-01,"outgoing"
"Slovenia","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Slovenia","Switzerland",21,"CH",2011-01-01,"outgoing"
"Slovenia","Cyprus",0,"CY",2011-01-01,"outgoing"
"Slovenia","Czech Republic",0,"CZ",2011-01-01,"outgoing"
"Slovenia","Germany (until 1990 former territory of the FRG)",7,"DE",2011-01-01,"outgoing"
"Slovenia","Denmark",NA,"DK",2011-01-01,"outgoing"
"Slovenia","Estonia",0,"EE",2011-01-01,"outgoing"
"Slovenia","Greece",0,"EL",2011-01-01,"outgoing"
"Slovenia","Spain",1,"ES",2011-01-01,"outgoing"
"Slovenia","Finland",0,"FI",2011-01-01,"outgoing"
"Slovenia","France",4,"FR",2011-01-01,"outgoing"
"Slovenia","Croatia",NA,"HR",2011-01-01,"outgoing"
"Slovenia","Hungary",0,"HU",2011-01-01,"outgoing"
"Slovenia","Ireland",0,"IE",2011-01-01,"outgoing"
"Slovenia","Iceland",0,"IS",2011-01-01,"outgoing"
"Slovenia","Italy",0,"IT",2011-01-01,"outgoing"
"Slovenia","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Slovenia","Lithuania",0,"LT",2011-01-01,"outgoing"
"Slovenia","Luxembourg",0,"LU",2011-01-01,"outgoing"
"Slovenia","Latvia",0,"LV",2011-01-01,"outgoing"
"Slovenia","Malta",0,"MT",2011-01-01,"outgoing"
"Slovenia","Netherlands",6,"NL",2011-01-01,"outgoing"
"Slovenia","Norway",1,"NO",2011-01-01,"outgoing"
"Slovenia","Poland",0,"PL",2011-01-01,"outgoing"
"Slovenia","Portugal",0,"PT",2011-01-01,"outgoing"
"Slovenia","Romania",0,"RO",2011-01-01,"outgoing"
"Slovenia","Sweden",0,"SE",2011-01-01,"outgoing"
"Slovenia","Slovenia",0,"SI",2011-01-01,"outgoing"
"Slovenia","Slovakia",0,"SK",2011-01-01,"outgoing"
"Slovenia","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Slovakia","Austria",61,"AT",2011-01-01,"outgoing"
"Slovakia","Belgium",1,"BE",2011-01-01,"outgoing"
"Slovakia","Bulgaria",0,"BG",2011-01-01,"outgoing"
"Slovakia","Switzerland",21,"CH",2011-01-01,"outgoing"
"Slovakia","Cyprus",0,"CY",2011-01-01,"outgoing"
"Slovakia","Czech Republic",7,"CZ",2011-01-01,"outgoing"
"Slovakia","Germany (until 1990 former territory of the FRG)",14,"DE",2011-01-01,"outgoing"
"Slovakia","Denmark",NA,"DK",2011-01-01,"outgoing"
"Slovakia","Estonia",0,"EE",2011-01-01,"outgoing"
"Slovakia","Greece",0,"EL",2011-01-01,"outgoing"
"Slovakia","Spain",0,"ES",2011-01-01,"outgoing"
"Slovakia","Finland",0,"FI",2011-01-01,"outgoing"
"Slovakia","France",3,"FR",2011-01-01,"outgoing"
"Slovakia","Croatia",NA,"HR",2011-01-01,"outgoing"
"Slovakia","Hungary",2,"HU",2011-01-01,"outgoing"
"Slovakia","Ireland",0,"IE",2011-01-01,"outgoing"
"Slovakia","Iceland",0,"IS",2011-01-01,"outgoing"
"Slovakia","Italy",0,"IT",2011-01-01,"outgoing"
"Slovakia","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Slovakia","Lithuania",0,"LT",2011-01-01,"outgoing"
"Slovakia","Luxembourg",0,"LU",2011-01-01,"outgoing"
"Slovakia","Latvia",0,"LV",2011-01-01,"outgoing"
"Slovakia","Malta",0,"MT",2011-01-01,"outgoing"
"Slovakia","Netherlands",6,"NL",2011-01-01,"outgoing"
"Slovakia","Norway",0,"NO",2011-01-01,"outgoing"
"Slovakia","Poland",0,"PL",2011-01-01,"outgoing"
"Slovakia","Portugal",0,"PT",2011-01-01,"outgoing"
"Slovakia","Romania",0,"RO",2011-01-01,"outgoing"
"Slovakia","Sweden",0,"SE",2011-01-01,"outgoing"
"Slovakia","Slovenia",1,"SI",2011-01-01,"outgoing"
"Slovakia","Slovakia",0,"SK",2011-01-01,"outgoing"
"Slovakia","United Kingdom",NA,"UK",2011-01-01,"outgoing"
"Total","Austria",927,"AT",2011-01-01,"outgoing"
"Total","Belgium",1074,"BE",2011-01-01,"outgoing"
"Total","Bulgaria",52,"BG",2011-01-01,"outgoing"
"Total","Switzerland",3620,"CH",2011-01-01,"outgoing"
"Total","Cyprus",0,"CY",2011-01-01,"outgoing"
"Total","Czech Republic",80,"CZ",2011-01-01,"outgoing"
"Total","Germany (until 1990 former territory of the FRG)",2754,"DE",2011-01-01,"outgoing"
"Total","Denmark",NA,"DK",2011-01-01,"outgoing"
"Total","Estonia",16,"EE",2011-01-01,"outgoing"
"Total","Greece",84,"EL",2011-01-01,"outgoing"
"Total","Spain",14,"ES",2011-01-01,"outgoing"
"Total","Finland",0,"FI",2011-01-01,"outgoing"
"Total","France",487,"FR",2011-01-01,"outgoing"
"Total","Croatia",NA,"HR",2011-01-01,"outgoing"
"Total","Hungary",70,"HU",2011-01-01,"outgoing"
"Total","Ireland",144,"IE",2011-01-01,"outgoing"
"Total","Iceland",6,"IS",2011-01-01,"outgoing"
"Total","Italy",14,"IT",2011-01-01,"outgoing"
"Total","Liechtenstein",0,"LI",2011-01-01,"outgoing"
"Total","Lithuania",11,"LT",2011-01-01,"outgoing"
"Total","Luxembourg",156,"LU",2011-01-01,"outgoing"
"Total","Latvia",11,"LV",2011-01-01,"outgoing"
"Total","Malta",2,"MT",2011-01-01,"outgoing"
"Total","Netherlands",1239,"NL",2011-01-01,"outgoing"
"Total","Norway",792,"NO",2011-01-01,"outgoing"
"Total","Poland",39,"PL",2011-01-01,"outgoing"
"Total","Portugal",16,"PT",2011-01-01,"outgoing"
"Total","Romania",21,"RO",2011-01-01,"outgoing"
"Total","Sweden",1045,"SE",2011-01-01,"outgoing"
"Total","Slovenia",18,"SI",2011-01-01,"outgoing"
